ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Christmas Day,Christmas Day_lower,Christmas Day_upper,Christmas Day (Observed),Christmas Day (Observed)_lower,Christmas Day (Observed)_upper,Columbus Day,Columbus Day_lower,Columbus Day_upper,Easter,Easter_lower,Easter_upper,Independence Day,Independence Day_lower,Independence Day_upper,Independence Day (Observed),Independence Day (Observed)_lower,Independence Day (Observed)_upper,Labor Day,Labor Day_lower,Labor Day_upper,Martin Luther King Jr. Day,Martin Luther King Jr. Day_lower,Martin Luther King Jr. Day_upper,Memorial Day,Memorial Day_lower,Memorial Day_upper,New Year's Day,New Year's Day_lower,New Year's Day_upper,New Year's Day (Observed),New Year's Day (Observed)_lower,New Year's Day (Observed)_upper,NewYear,NewYear_lower,NewYear_upper,Ramadan starts,Ramadan starts_lower,Ramadan starts_upper,SuperBowl,SuperBowl_lower,SuperBowl_upper,Thanksgiving,Thanksgiving_lower,Thanksgiving_upper,Veterans Day,Veterans Day_lower,Veterans Day_upper,Veterans Day (Observed),Veterans Day (Observed)_lower,Veterans Day (Observed)_upper,Washington's Birthday,Washington's Birthday_lower,Washington's Birthday_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2011-02-09,80339.08653623698,56523.07207747382,81527.67836851452,80339.08653623698,80339.08653623698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11500.438097640928,-11500.438097640928,-11500.438097640928,0.0,0.0,0.0,-15522.664436451952,-15522.664436451952,-15522.664436451952,4022.2263388110223,4022.2263388110223,4022.2263388110223,0.0,0.0,0.0,68838.64843859605
2011-02-10,80395.9712735742,57806.18615821676,83711.81734405641,80395.9712735742,80395.9712735742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10067.641567861494,-10067.641567861494,-10067.641567861494,0.0,0.0,0.0,-14465.104014927374,-14465.104014927374,-14465.104014927374,4397.46244706588,4397.46244706588,4397.46244706588,0.0,0.0,0.0,70328.3297057127
2011-02-11,80452.85601091142,71559.58832484137,97880.17086242713,80452.85601091142,80452.85601091142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.2248652978997,3971.2248652978997,3971.2248652978997,0.0,0.0,0.0,-752.1764181860229,-752.1764181860229,-752.1764181860229,4723.401283483923,4723.401283483923,4723.401283483923,0.0,0.0,0.0,84424.08087620932
2011-02-12,80509.74074824865,97748.15132609948,122616.36703748701,80509.74074824865,80509.74074824865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29956.943976985312,29956.943976985312,29956.943976985312,0.0,0.0,0.0,24958.733928208705,24958.733928208705,24958.733928208705,4998.210048776607,4998.210048776607,4998.210048776607,0.0,0.0,0.0,110466.68472523396
2011-02-13,80566.62548558586,98799.29655641009,123603.19968379171,80566.62548558586,80566.62548558586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31465.57229690546,31465.57229690546,31465.57229690546,0.0,0.0,0.0,26244.706221728087,26244.706221728087,26244.706221728087,5220.866075177372,5220.866075177372,5220.866075177372,0.0,0.0,0.0,112032.19778249132
2011-02-14,80623.51022292307,67264.97991381842,92134.0853122072,80623.51022292307,80623.51022292307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-814.637348218261,-814.637348218261,-814.637348218261,0.0,0.0,0.0,-6205.787847005891,-6205.787847005891,-6205.787847005891,5391.15049878763,5391.15049878763,5391.15049878763,0.0,0.0,0.0,79808.8728747048
2011-02-15,80680.3949602603,59247.68800967064,84582.489938397,80680.3949602603,80680.3949602603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8748.080522678261,-8748.080522678261,-8748.080522678261,0.0,0.0,0.0,-14257.70743340066,-14257.70743340066,-14257.70743340066,5509.626910722397,5509.626910722397,5509.626910722397,0.0,0.0,0.0,71932.31443758204
2011-02-16,80737.2796975975,58287.669088515,83831.44467760358,80737.2796975975,80737.2796975975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9945.058664848357,-9945.058664848357,-9945.058664848357,0.0,0.0,0.0,-15522.66443646144,-15522.66443646144,-15522.66443646144,5577.605771613085,5577.605771613085,5577.605771613085,0.0,0.0,0.0,70792.22103274915
2011-02-17,80794.16443493473,60513.08890337184,84900.11449603522,80794.16443493473,80794.16443493473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8868.008343618672,-8868.008343618672,-8868.008343618672,0.0,0.0,0.0,-14465.104014944733,-14465.104014944733,-14465.104014944733,5597.095671326062,5597.095671326062,5597.095671326062,0.0,0.0,0.0,71926.15609131606
2011-02-18,80851.04917227195,73513.20335388542,97958.46142767201,80851.04917227195,80851.04917227195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4818.566365693783,4818.566365693783,4818.566365693783,0.0,0.0,0.0,-752.1764181629259,-752.1764181629259,-752.1764181629259,5570.742783856709,5570.742783856709,5570.742783856709,0.0,0.0,0.0,85669.61553796573
2011-02-19,80907.93390960917,99396.5513783054,124205.55281594914,80907.93390960917,80907.93390960917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30460.494028367957,30460.494028367957,30460.494028367957,0.0,0.0,0.0,24958.73392821945,24958.73392821945,24958.73392821945,5501.760100148501,5501.760100148501,5501.760100148501,0.0,0.0,0.0,111368.42793797713
2011-02-20,80964.81864694638,100110.8131398062,124915.9329883613,80964.81864694638,80964.81864694638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31638.554435487793,31638.554435487793,31638.554435487793,0.0,0.0,0.0,26244.70622180261,26244.70622180261,26244.70622180261,5393.848213685179,5393.848213685179,5393.848213685179,0.0,0.0,0.0,112603.37308243418
2011-02-21,81021.70338428361,72219.0614012983,97719.67445995533,81021.70338428361,81021.70338428361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5247.554218345289,5247.554218345289,5247.554218345289,4292.875952302341,4292.875952302341,4292.875952302341,5247.554218345289,5247.554218345289,5247.554218345289,-6205.787846974767,-6205.787846974767,-6205.787846974767,5251.109580931819,5251.109580931819,5251.109580931819,0.0,0.0,0.0,85314.57933658596
2011-02-22,81078.58812162082,59548.14063440317,84040.32718347583,81078.58812162082,81078.58812162082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9179.74915548109,-9179.74915548109,-9179.74915548109,0.0,0.0,0.0,-14257.707433396436,-14257.707433396436,-14257.707433396436,5077.958277915344,5077.958277915344,5077.958277915344,0.0,0.0,0.0,71898.83896613974
2011-02-23,81135.47285895805,58819.73723278164,83805.98912646167,81135.47285895806,81135.47285895806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10643.637112833192,-10643.637112833192,-10643.637112833192,0.0,0.0,0.0,-15522.664436446852,-15522.664436446852,-15522.664436446852,4879.027323613663,4879.027323613663,4879.027323613663,0.0,0.0,0.0,70491.83574612485
2011-02-24,81192.35759629526,59218.751030809915,83682.33985772108,81192.35759629526,81192.35759629526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9806.02837519557,-9806.02837519557,-9806.02837519557,0.0,0.0,0.0,-14465.104014931383,-14465.104014931383,-14465.104014931383,4659.075639735814,4659.075639735814,4659.075639735814,0.0,0.0,0.0,71386.32922109969
2011-02-25,81249.24233363249,71955.52199966376,96156.69659872493,81249.24233363249,81249.24233363249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3670.720247539642,3670.720247539642,3670.720247539642,0.0,0.0,0.0,-752.1764181398323,-752.1764181398323,-752.1764181398323,4422.896665679475,4422.896665679475,4422.896665679475,0.0,0.0,0.0,84919.96258117213
2011-02-26,81306.1270709697,98087.40280692709,124102.56443295816,81306.1270709697,81306.1270709697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29133.9644770415,29133.9644770415,29133.9644770415,0.0,0.0,0.0,24958.73392819215,24958.73392819215,24958.73392819215,4175.230548849352,4175.230548849352,4175.230548849352,0.0,0.0,0.0,110440.0915480112
2011-02-27,81363.01180830692,98950.43044229125,124678.78095360252,81363.01180830692,81363.01180830692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30165.387909147223,30165.387909147223,30165.387909147223,0.0,0.0,0.0,26244.70622178009,26244.70622178009,26244.70622178009,3920.681687367139,3920.681687367139,3920.681687367139,0.0,0.0,0.0,111528.39971745414
2011-02-28,81419.89654564414,67215.55437018417,91979.7325074476,81419.89654564414,81419.89654564414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2542.14462827455,-2542.14462827455,-2542.14462827455,0.0,0.0,0.0,-6205.787846992409,-6205.787846992409,-6205.787846992409,3663.6432187178584,3663.6432187178584,3663.6432187178584,0.0,0.0,0.0,78877.75191736959
2011-03-01,81476.78128298136,57067.43004576236,82427.01350746583,81476.78128298136,81476.78128298136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10849.477603936033,-10849.477603936033,-10849.477603936033,0.0,0.0,0.0,-14257.707433397867,-14257.707433397867,-14257.707433397867,3408.229829461835,3408.229829461835,3408.229829461835,0.0,0.0,0.0,70627.30367904533
2011-03-02,81533.66602031857,56390.462772188075,82354.63104635311,81533.66602031857,81533.66602031857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12364.444422572418,-12364.444422572418,-12364.444422572418,0.0,0.0,0.0,-15522.664436455581,-15522.664436455581,-15522.664436455581,3158.2200138831618,3158.2200138831618,3158.2200138831618,0.0,0.0,0.0,69169.22159774616
